id,name,national_dex_number,category,types,hp,attack,defense,sp_atk,sp_def,speed,evolution_prev,evolution_next,abilities,image_path,gender_ratio,created_at,form_image_paths
824,Blipbug,824,Larva Pokémon,"[""Bug""]",25,20,20,25,45,45,,Dottler,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Compound Eyes"", ""is_hidden"": false}, {""name"": ""Telepathy"", ""is_hidden"": true}]",images/Blipbug.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
825,Dottler,825,Radome Pokémon,"[""Bug"", ""Psychic""]",50,35,80,50,90,30,Blipbug,Orbeetle,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Compound Eyes"", ""is_hidden"": false}, {""name"": ""Telepathy"", ""is_hidden"": true}]",images/Dottler.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
826,Orbeetle,826,Seven Spot Pokémon,"[""Bug"", ""Psychic""]",60,45,110,80,120,90,Dottler,,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Telepathy"", ""is_hidden"": true}]",images/Orbeetle.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
827,Nickit,827,Fox Pokémon,"[""Dark""]",40,28,28,47,52,50,,Thievul,"[{""name"": ""Run Away"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": false}, {""name"": ""Stakeout"", ""is_hidden"": true}]",images/Nickit.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
828,Thievul,828,Fox Pokémon,"[""Dark""]",70,58,58,87,92,90,Nickit,,"[{""name"": ""Run Away"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": false}, {""name"": ""Stakeout"", ""is_hidden"": true}]",images/Thievul.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
829,Gossifleur,829,Flowering Pokémon,"[""Grass""]",40,40,60,40,60,10,,Eldegoss,"[{""name"": ""Cotton Down"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": false}, {""name"": ""Effect Spore"", ""is_hidden"": true}]",images/Gossifleur.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
830,Eldegoss,830,Cotton Bloom Pokémon,"[""Grass""]",60,50,90,80,120,60,Gossifleur,,"[{""name"": ""Cotton Down"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": false}, {""name"": ""Effect Spore"", ""is_hidden"": true}]",images/Eldegoss.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
831,Wooloo,831,Sheep Pokémon,"[""Normal""]",42,40,55,40,45,48,,Dubwool,"[{""name"": ""Fluffy"", ""is_hidden"": false}, {""name"": ""Run Away"", ""is_hidden"": false}, {""name"": ""Bulletproof"", ""is_hidden"": true}]",images/Wooloo.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
832,Dubwool,832,Sheep Pokémon,"[""Normal""]",72,80,100,60,90,88,Wooloo,,"[{""name"": ""Fluffy"", ""is_hidden"": false}, {""name"": ""Steadfast"", ""is_hidden"": false}, {""name"": ""Bulletproof"", ""is_hidden"": true}]",images/Dubwool.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
833,Chewtle,833,Snapping Pokémon,"[""Water""]",50,64,50,38,38,44,,Drednaw,"[{""name"": ""Strong Jaw"", ""is_hidden"": false}, {""name"": ""Shell Armor"", ""is_hidden"": false}, {""name"": ""Swift Swim"", ""is_hidden"": true}]",images/Chewtle.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
834,Drednaw,834,Bite Pokémon,"[""Water"", ""Rock""]",90,115,90,48,68,74,Chewtle,,"[{""name"": ""Strong Jaw"", ""is_hidden"": false}, {""name"": ""Shell Armor"", ""is_hidden"": false}, {""name"": ""Swift Swim"", ""is_hidden"": true}]",images/Drednaw.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
835,Yamper,835,Puppy Pokémon,"[""Electric""]",59,45,50,40,50,26,,Boltund,"[{""name"": ""Ball Fetch"", ""is_hidden"": false}, {""name"": ""Rattled"", ""is_hidden"": true}]",images/Yamper.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
836,Boltund,836,Dog Pokémon,"[""Electric""]",69,90,60,90,60,121,Yamper,,"[{""name"": ""Strong Jaw"", ""is_hidden"": false}, {""name"": ""Competitive"", ""is_hidden"": true}]",images/Boltund.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
837,Rolycoly,837,Coal Pokémon,"[""Rock""]",30,40,50,40,50,30,,Carkol,"[{""name"": ""Steam Engine"", ""is_hidden"": false}, {""name"": ""Heatproof"", ""is_hidden"": false}, {""name"": ""Flash Fire"", ""is_hidden"": true}]",images/Rolycoly.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
838,Carkol,838,Coal Pokémon,"[""Rock"", ""Fire""]",80,60,90,60,70,50,Rolycoly,Coalossal,"[{""name"": ""Steam Engine"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Flash Fire"", ""is_hidden"": true}]",images/Carkol.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
839,Coalossal,839,Coal Pokémon,"[""Rock"", ""Fire""]",110,80,120,80,90,30,Carkol,,"[{""name"": ""Steam Engine"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Flash Fire"", ""is_hidden"": true}]",images/Coalossal.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
840,Applin,840,Apple Core Pokémon,"[""Grass"", ""Dragon""]",40,40,80,40,40,20,,Flapple,"[{""name"": ""Ripen"", ""is_hidden"": false}, {""name"": ""Gluttony"", ""is_hidden"": false}, {""name"": ""Bulletproof"", ""is_hidden"": true}]",images/Applin.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
841,Flapple,841,Apple Wing Pokémon,"[""Grass"", ""Dragon""]",70,110,80,95,60,70,Applin,,"[{""name"": ""Ripen"", ""is_hidden"": false}, {""name"": ""Gluttony"", ""is_hidden"": false}, {""name"": ""Hustle"", ""is_hidden"": true}]",images/Flapple.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
842,Appletun,842,Apple Nectar Pokémon,"[""Grass"", ""Dragon""]",110,85,80,100,80,30,Applin,,"[{""name"": ""Ripen"", ""is_hidden"": false}, {""name"": ""Gluttony"", ""is_hidden"": false}, {""name"": ""Thick Fat"", ""is_hidden"": true}]",images/Appletun.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
843,Silicobra,843,Sand Snake Pokémon,"[""Ground""]",52,57,75,35,50,46,,Sandaconda,"[{""name"": ""Sand Spit"", ""is_hidden"": false}, {""name"": ""Shed Skin"", ""is_hidden"": false}, {""name"": ""Sand Veil"", ""is_hidden"": true}]",images/Silicobra.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
844,Sandaconda,844,Sand Snake Pokémon,"[""Ground""]",72,107,125,65,70,71,Silicobra,,"[{""name"": ""Sand Spit"", ""is_hidden"": false}, {""name"": ""Shed Skin"", ""is_hidden"": false}, {""name"": ""Sand Veil"", ""is_hidden"": true}]",images/Sandaconda.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
845,Cramorant,845,Gulp Pokémon,"[""Flying"", ""Water""]",70,85,55,85,95,85,,,[],images/Cramorant_Cramorant.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Cramorant"": ""images/Cramorant_Cramorant.png"", ""Gulping"": ""images/Cramorant_Gulping.png"", ""Gorging"": ""images/Cramorant_Gorging.png""}"
846,Arrokuda,846,Rush Pokémon,"[""Water""]",41,63,40,40,30,66,,Barraskewda,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Propeller Tail"", ""is_hidden"": true}]",images/Arrokuda.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
847,Barraskewda,847,Skewer Pokémon,"[""Water""]",61,123,60,60,50,136,Arrokuda,,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Propeller Tail"", ""is_hidden"": true}]",images/Barraskewda.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
848,Toxel,848,Baby Pokémon,"[""Electric"", ""Poison""]",40,38,35,54,35,40,,Toxtricity (Amped),"[{""name"": ""Rattled"", ""is_hidden"": false}, {""name"": ""Static"", ""is_hidden"": false}, {""name"": ""Klutz"", ""is_hidden"": true}]",images/Toxel.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
849,Toxtricity,849,Punk Pokémon,"[""Electric"", ""Poison""]",75,98,70,114,70,75,Toxel,Toxtricity (Low Key),"[{""name"": ""Punk Rock"", ""is_hidden"": false}, {""name"": ""Plus"", ""is_hidden"": false}, {""name"": ""Minus"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": true}]",images/Toxtricity_Amped.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Amped"": ""images/Toxtricity_Amped.png"", ""Low_Key"": ""images/Toxtricity_Low_Key.png""}"
850,Sizzlipede,850,Radiator Pokémon,"[""Fire"", ""Bug""]",50,65,45,50,50,45,,Centiskorch,"[{""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""White Smoke"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": true}]",images/Sizzlipede.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
851,Centiskorch,851,Radiator Pokémon,"[""Fire"", ""Bug""]",100,115,65,90,90,65,Sizzlipede,,"[{""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""White Smoke"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": true}]",images/Centiskorch.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
852,Clobbopus,852,Tantrum Pokémon,"[""Fighting""]",50,68,60,50,50,32,,Grapploct,"[{""name"": ""Limber"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": true}]",images/Clobbopus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
853,Grapploct,853,Jujitsu Pokémon,"[""Fighting""]",80,118,90,70,80,42,Clobbopus,,"[{""name"": ""Limber"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": true}]",images/Grapploct.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
854,Sinistea,854,Black Tea Pokémon,"[""Ghost""]",40,45,45,74,54,50,,Polteageist,"[{""name"": ""Weak Armor"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": true}]",images/Sinistea_Sinistea.png,,2026-02-28 03:16:50,"{""Sinistea"": ""images/Sinistea_Sinistea.png"", ""Phony"": ""images/Sinistea_Phony.png"", ""Antique"": ""images/Sinistea_Antique.png""}"
855,Polteageist,855,Black Tea Pokémon,"[""Ghost""]",60,65,65,134,114,70,Sinistea,,"[{""name"": ""Weak Armor"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": true}]",images/Polteageist_Polteageist.png,,2026-02-28 03:16:50,"{""Polteageist"": ""images/Polteageist_Polteageist.png"", ""Phony"": ""images/Polteageist_Phony.png"", ""Antique"": ""images/Polteageist_Antique.png""}"
856,Hatenna,856,Calm Pokémon,"[""Psychic""]",42,30,45,56,53,39,,Hattrem,"[{""name"": ""Healer"", ""is_hidden"": false}, {""name"": ""Anticipation"", ""is_hidden"": false}, {""name"": ""Magic Bounce"", ""is_hidden"": true}]",images/Hatenna.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
857,Hattrem,857,Serene Pokémon,"[""Psychic""]",57,40,65,86,73,49,Hatenna,Hatterene,"[{""name"": ""Healer"", ""is_hidden"": false}, {""name"": ""Anticipation"", ""is_hidden"": false}, {""name"": ""Magic Bounce"", ""is_hidden"": true}]",images/Hattrem.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
858,Hatterene,858,Silent Pokémon,"[""Psychic"", ""Fairy""]",57,90,95,136,103,29,Hattrem,,"[{""name"": ""Healer"", ""is_hidden"": false}, {""name"": ""Anticipation"", ""is_hidden"": false}, {""name"": ""Magic Bounce"", ""is_hidden"": true}]",images/Hatterene.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
859,Impidimp,859,Wily Pokémon,"[""Dark"", ""Fairy""]",45,45,30,55,40,50,,Morgrem,"[{""name"": ""Prankster"", ""is_hidden"": false}, {""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Pickpocket"", ""is_hidden"": true}]",images/Impidimp.png,"{""male"": 100.0, ""female"": null}",2026-02-28 03:16:50,
860,Morgrem,860,Devious Pokémon,"[""Dark"", ""Fairy""]",65,60,45,75,55,70,Impidimp,Grimmsnarl,"[{""name"": ""Prankster"", ""is_hidden"": false}, {""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Pickpocket"", ""is_hidden"": true}]",images/Morgrem.png,"{""male"": 100.0, ""female"": null}",2026-02-28 03:16:50,
861,Grimmsnarl,861,Bulk Up Pokémon,"[""Dark"", ""Fairy""]",95,120,65,95,75,60,Morgrem,,"[{""name"": ""Prankster"", ""is_hidden"": false}, {""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Pickpocket"", ""is_hidden"": true}]",images/Grimmsnarl.png,"{""male"": 100.0, ""female"": null}",2026-02-28 03:16:50,
862,Obstagoon,862,Blocking Pokémon,"[""Dark"", ""Normal""]",93,90,101,60,81,95,Linoone (Galarian),,"[{""name"": ""Reckless"", ""is_hidden"": false}, {""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Defiant"", ""is_hidden"": true}]",images/Obstagoon.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
863,Perrserker,863,Viking Pokémon,"[""Steel""]",70,110,100,50,60,50,Meowth (Galarian),,"[{""name"": ""Battle Armor"", ""is_hidden"": false}, {""name"": ""Tough Claws"", ""is_hidden"": false}, {""name"": ""Steely Spirit"", ""is_hidden"": true}]",images/Perrserker.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
864,Cursola,864,Coral Pokémon,"[""Ghost""]",60,95,50,145,130,30,Corsola (Galarian),,"[{""name"": ""Weak Armor"", ""is_hidden"": false}, {""name"": ""Perish Body"", ""is_hidden"": true}]",images/Cursola.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
865,Sirfetch'd,865,Wild Duck Pokémon,"[""Fighting""]",62,135,95,68,82,65,Farfetch'd (Galarian),,"[{""name"": ""Steadfast"", ""is_hidden"": false}, {""name"": ""Scrappy"", ""is_hidden"": true}]",images/Sirfetchd.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
866,Mr. Rime,866,Comedian Pokémon,"[""Ice"", ""Psychic""]",80,85,75,110,100,70,Mr. Mime (Galarian),,"[{""name"": ""Tangled Feet"", ""is_hidden"": false}, {""name"": ""Screen Cleaner"", ""is_hidden"": false}, {""name"": ""Ice Body"", ""is_hidden"": true}]",images/Mr_Rime.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
867,Runerigus,867,Grudge Pokémon,"[""Ground"", ""Ghost""]",58,95,145,50,105,30,Yamask (Galarian),,[],images/Runerigus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
868,Milcery,868,Cream Pokémon,"[""Fairy""]",45,40,40,50,61,34,,Alcremie,"[{""name"": ""Sweet Veil"", ""is_hidden"": false}, {""name"": ""Aroma Veil"", ""is_hidden"": true}]",images/Milcery.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
869,Alcremie,869,Cream Pokémon,"[""Fairy""]",65,60,75,110,121,64,Milcery,,"[{""name"": ""Sweet Veil"", ""is_hidden"": false}, {""name"": ""Aroma Veil"", ""is_hidden"": true}]",images/Alcremie.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
870,Falinks,870,Formation Pokémon,"[""Fighting""]",65,100,100,70,60,75,,,"[{""name"": ""Battle Armor"", ""is_hidden"": false}, {""name"": ""Defiant"", ""is_hidden"": true}]",images/Falinks_Falinks.png,,2026-02-28 03:16:50,"{""Falinks"": ""images/Falinks_Falinks.png"", ""Mega_Falinks"": ""images/Falinks_Mega_Falinks.png""}"
871,Pincurchin,871,Sea Urchin Pokémon,"[""Electric""]",48,101,95,91,85,15,,,"[{""name"": ""Lightning Rod"", ""is_hidden"": false}, {""name"": ""Electric Surge"", ""is_hidden"": true}]",images/Pincurchin.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
872,Snom,872,Worm Pokémon,"[""Ice"", ""Bug""]",30,25,35,45,30,20,,Frosmoth,"[{""name"": ""Shield Dust"", ""is_hidden"": false}, {""name"": ""Ice Scales"", ""is_hidden"": true}]",images/Snom.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
873,Frosmoth,873,Frost Moth Pokémon,"[""Ice"", ""Bug""]",70,65,60,125,90,65,Snom,,"[{""name"": ""Shield Dust"", ""is_hidden"": false}, {""name"": ""Ice Scales"", ""is_hidden"": true}]",images/Frosmoth.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
874,Stonjourner,874,Big Rock Pokémon,"[""Rock""]",100,125,135,20,20,70,,,[],images/Stonjourner.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
875,Eiscue,875,Penguin Pokémon,"[""Ice""]",75,80,110,65,90,50,,,[],images/Eiscue.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
876,Indeedee,876,Emotion Pokémon,"[""Psychic"", ""Normal""]",60,65,55,105,95,95,,,"[{""name"": ""Inner Focus"", ""is_hidden"": false}, {""name"": ""Synchronize"", ""is_hidden"": false}, {""name"": ""Own Tempo"", ""is_hidden"": false}, {""name"": ""Psychic Surge"", ""is_hidden"": true}]",images/Indeedee.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
877,Morpeko,877,Two-Sided Pokémon,"[""Electric"", ""Dark""]",58,95,58,70,58,97,,,[],images/Morpeko.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
878,Cufant,878,Copperderm Pokémon,"[""Steel""]",72,80,49,40,49,40,,Copperajah,"[{""name"": ""Sheer Force"", ""is_hidden"": false}, {""name"": ""Heavy Metal"", ""is_hidden"": true}]",images/Cufant.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
879,Copperajah,879,Copperderm Pokémon,"[""Steel""]",122,130,69,80,69,30,Cufant,,"[{""name"": ""Sheer Force"", ""is_hidden"": false}, {""name"": ""Heavy Metal"", ""is_hidden"": true}]",images/Copperajah.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
880,Dracozolt,880,Fossil Pokémon,"[""Electric"", ""Dragon""]",90,100,90,80,70,75,,,"[{""name"": ""Volt Absorb"", ""is_hidden"": false}, {""name"": ""Hustle"", ""is_hidden"": false}, {""name"": ""Sand Rush"", ""is_hidden"": true}]",images/Dracozolt.png,,2026-02-28 03:16:50,
881,Arctozolt,881,Fossil Pokémon,"[""Electric"", ""Ice""]",90,100,90,90,80,55,,,"[{""name"": ""Volt Absorb"", ""is_hidden"": false}, {""name"": ""Static"", ""is_hidden"": false}, {""name"": ""Slush Rush"", ""is_hidden"": true}]",images/Arctozolt.png,,2026-02-28 03:16:50,
882,Dracovish,882,Fossil Pokémon,"[""Water"", ""Dragon""]",90,90,100,70,80,75,,,"[{""name"": ""Water Absorb"", ""is_hidden"": false}, {""name"": ""Strong Jaw"", ""is_hidden"": false}, {""name"": ""Sand Rush"", ""is_hidden"": true}]",images/Dracovish.png,,2026-02-28 03:16:50,
883,Arctovish,883,Fossil Pokémon,"[""Water"", ""Ice""]",90,90,100,80,90,55,,,"[{""name"": ""Water Absorb"", ""is_hidden"": false}, {""name"": ""Ice Body"", ""is_hidden"": false}, {""name"": ""Slush Rush"", ""is_hidden"": true}]",images/Arctovish.png,,2026-02-28 03:16:50,
884,Duraludon,884,Alloy Pokémon,"[""Steel"", ""Dragon""]",70,95,115,120,50,85,,Archaludon,"[{""name"": ""Light Metal"", ""is_hidden"": false}, {""name"": ""Heavy Metal"", ""is_hidden"": false}, {""name"": ""Stalwart"", ""is_hidden"": true}]",images/Duraludon.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
885,Dreepy,885,Lingering Pokémon,"[""Dragon"", ""Ghost""]",28,60,30,40,30,82,,Drakloak,"[{""name"": ""Clear Body"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": true}]",images/Dreepy.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
886,Drakloak,886,Caretaker Pokémon,"[""Dragon"", ""Ghost""]",68,80,50,60,50,102,Dreepy,Dragapult,"[{""name"": ""Clear Body"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": true}]",images/Drakloak.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
887,Dragapult,887,Stealth Pokémon,"[""Dragon"", ""Ghost""]",88,120,75,100,75,142,Drakloak,,"[{""name"": ""Clear Body"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": true}]",images/Dragapult.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
888,Zacian,888,Warrior Pokémon,"[""Fairy"", ""Steel""]",92,130,115,80,115,138,,,[],images/Zacian.png,,2026-02-28 03:16:50,
889,Zamazenta,889,Warrior Pokémon,"[""Fighting"", ""Steel""]",92,130,115,80,115,138,,,[],images/Zamazenta.png,,2026-02-28 03:16:50,
890,Eternatus,890,Gigantic Pokémon,"[""Poison"", ""Dragon""]",140,85,95,145,95,130,,,[],images/Eternatus_Eternatus.png,,2026-02-28 03:16:50,"{""Eternatus"": ""images/Eternatus_Eternatus.png"", ""Other_forms_may_have_other_shapes"": ""images/Eternatus_Other_forms_may_have_other_shapes.png""}"
891,Kubfu,891,Wushu Pokémon,"[""Fighting""]",60,90,60,53,50,72,,Urshifu,[],images/Kubfu.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
892,Urshifu,892,Wushu Pokémon,"[""Fighting"", ""Dark""]",100,130,100,63,60,97,Kubfu,Urshifu,[],images/Urshifu.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
893,Zarude,893,Rogue Monkey Pokémon,"[""Dark"", ""Grass""]",105,120,105,70,95,105,,,[],images/Zarude.png,,2026-02-28 03:16:50,
894,Regieleki,894,Electron Pokémon,"[""Electric""]",80,100,50,100,50,200,,,[],images/Regieleki.png,,2026-02-28 03:16:50,
895,Regidrago,895,Dragon Orb Pokémon,"[""Dragon""]",200,100,50,100,50,80,,,[],images/Regidrago.png,,2026-02-28 03:16:50,
896,Glastrier,896,Wild Horse Pokémon,"[""Ice""]",100,145,130,65,110,30,,,[],images/Glastrier.png,,2026-02-28 03:16:50,
897,Spectrier,897,Swift Horse Pokémon,"[""Ghost""]",100,65,60,145,80,130,,,[],images/Spectrier.png,,2026-02-28 03:16:50,
898,Calyrex,898,King PokémonHigh King Pokémon,"[""Psychic"", ""Grass""]",100,80,80,80,80,80,,,"[{""name"": ""Unnerve"", ""is_hidden"": false}, {""name"": ""As One"", ""is_hidden"": false}]",images/Calyrex_Calyrex.png,,2026-02-28 03:16:50,"{""Calyrex"": ""images/Calyrex_Calyrex.png"", ""Other_forms_may_have_other_shapes"": ""images/Calyrex_Other_forms_may_have_other_shapes.png""}"
899,Wyrdeer,899,Big Horn Pokémon,"[""Normal"", ""Psychic""]",103,105,72,105,75,65,Stantler,,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Sap Sipper"", ""is_hidden"": true}]",images/Wyrdeer.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
900,Kleavor,900,Axe Pokémon,"[""Bug"", ""Rock""]",70,135,95,45,70,85,Scyther,,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Sheer Force"", ""is_hidden"": false}, {""name"": ""Sharpness"", ""is_hidden"": true}]",images/Kleavor.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
901,Ursaluna,901,Peat Pokémon,"[""Ground"", ""Normal""]",130,140,105,45,80,50,Ursaring,,"[{""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Bulletproof"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}, {""name"": ""Mind's Eye"", ""is_hidden"": false}]",images/Ursaluna.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
902,Basculegion,902,Big Fish Pokémon,"[""Water"", ""Ghost""]",120,112,65,80,75,78,Basculin (White-Striped),Basculegion,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Adaptability"", ""is_hidden"": false}, {""name"": ""Mold Breaker"", ""is_hidden"": true}]",images/Basculegion.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
903,Sneasler,903,Free Climb Pokémon,"[""Fighting"", ""Poison""]",80,130,60,40,80,120,Sneasel (Hisuian),,"[{""name"": ""Pressure"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": false}, {""name"": ""Gen IX+"", ""is_hidden"": false}, {""name"": ""Poison Touch"", ""is_hidden"": true}]",images/Sneasler.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
904,Overqwil,904,Pin Cluster Pokémon,"[""Dark"", ""Poison""]",85,115,95,65,65,85,Qwilfish (Hisuian),,"[{""name"": ""Poison Point"", ""is_hidden"": false}, {""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Intimidate"", ""is_hidden"": true}]",images/Overqwil.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
905,Enamorus,905,Love-Hate Pokémon,"[""Fairy"", ""Flying""]",74,115,70,135,80,106,,,"[{""name"": ""Cute Charm"", ""is_hidden"": false}, {""name"": ""Contrary"", ""is_hidden"": true}, {""name"": ""Overcoat"", ""is_hidden"": false}]",images/Enamorus_Incarnate_Forme.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,"{""Incarnate_Forme"": ""images/Enamorus_Incarnate_Forme.png"", ""Therian_Forme"": ""images/Enamorus_Therian_Forme.png"", ""Other_forms_may_have_other_shapes"": ""images/Enamorus_Other_forms_may_have_other_shapes.png""}"
906,Sprigatito,906,Grass Cat Pokémon,"[""Grass""]",40,61,54,45,45,65,,Floragato,"[{""name"": ""Overgrow"", ""is_hidden"": false}, {""name"": ""Protean"", ""is_hidden"": true}]",images/Sprigatito.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
907,Floragato,907,Grass Cat Pokémon,"[""Grass""]",61,80,63,60,63,83,Sprigatito,Meowscarada,"[{""name"": ""Overgrow"", ""is_hidden"": false}, {""name"": ""Protean"", ""is_hidden"": true}]",images/Floragato.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
